dataset,size,demand,nclim,nvar,temp,prec,rel,crel,safeyield
Princeton,100,103,336,7,5,0.8,74.6111111111111,84.5555555555556,77.8125
Princeton,100,103,337,7,0,0.9,84.6111111111111,91,87.65625
Princeton,100,103,338,7,1,0.9,83.9444444444444,90.7777777777778,86.5625
Princeton,100,103,339,7,2,0.9,83.3888888888889,90.4444444444444,86.5625
Princeton,100,103,340,7,3,0.9,82.8333333333333,90.1666666666667,86.5625
Princeton,100,103,341,7,4,0.9,82.6111111111111,89.8333333333333,85.46875
Princeton,100,103,342,7,5,0.9,81.7777777777778,89.5555555555556,84.375
Princeton,100,103,343,7,0,1,89.3888888888889,94.1666666666667,95.3125
Princeton,100,103,344,7,1,1,88.9444444444444,94,94.21875
Princeton,100,103,345,7,2,1,88.5,93.7777777777778,93.125
Princeton,100,103,346,7,3,1,88.2777777777778,93.3888888888889,93.125
Princeton,100,103,347,7,4,1,87.8888888888889,93.2222222222222,93.125
Princeton,100,103,348,7,5,1,87.7222222222222,92.8888888888889,92.03125
Princeton,100,103,349,7,0,1.1,93.8888888888889,96.7222222222222,101.875
Princeton,100,103,350,7,1,1.1,93.5555555555556,96.6666666666667,100.78125
Princeton,100,103,351,7,2,1.1,93.2777777777778,96.4444444444444,99.6875
Princeton,100,103,352,7,3,1.1,93,96.2777777777778,99.6875
Princeton,100,103,353,7,4,1.1,92.7777777777778,96.1111111111111,99.6875
Princeton,100,103,354,7,5,1.1,92.2777777777778,95.7222222222222,97.5
Princeton,100,103,355,7,0,1.2,96.2777777777778,97.9444444444444,106.25
Princeton,100,103,356,7,1,1.2,96.0555555555556,97.8333333333333,106.25
Princeton,100,103,357,7,2,1.2,95.9444444444444,97.7222222222222,106.25
Princeton,100,103,358,7,3,1.2,95.7777777777778,97.6666666666667,105.15625
Princeton,100,103,359,7,4,1.2,95.7222222222222,97.5555555555556,104.0625
Princeton,100,103,360,7,5,1.2,95.6666666666667,97.3888888888889,104.0625
Princeton,100,103,361,7,0,1.3,98.0555555555556,98.9444444444444,110.625
Princeton,100,103,362,7,1,1.3,97.9444444444444,98.8888888888889,110.625
Princeton,100,103,363,7,2,1.3,97.7777777777778,98.7777777777778,110.625
Princeton,100,103,364,7,3,1.3,97.6666666666667,98.6111111111111,108.4375
Princeton,100,103,365,7,4,1.3,97.3888888888889,98.6111111111111,108.4375
Princeton,100,103,366,7,5,1.3,97.2777777777778,98.4444444444444,108.4375
Princeton,100,103,367,7,0,1.4,98.4444444444444,99.0555555555556,115
Princeton,100,103,368,7,1,1.4,98.4444444444444,99.0555555555556,115
Princeton,100,103,369,7,2,1.4,98.4444444444444,99.0555555555556,115
Princeton,100,103,370,7,3,1.4,98.4444444444444,99,113.90625
Princeton,100,103,371,7,4,1.4,98.4444444444444,99,113.90625
Princeton,100,103,372,7,5,1.4,98.3333333333333,99,112.8125
Princeton,100,103,373,7,0,1.5,99,99.3333333333333,119.375
Princeton,100,103,374,7,1,1.5,98.8888888888889,99.3333333333333,119.375
Princeton,100,103,375,7,2,1.5,98.8333333333333,99.3333333333333,119.375
Princeton,100,103,376,7,3,1.5,98.8333333333333,99.2222222222222,119.375
Princeton,100,103,377,7,4,1.5,98.8333333333333,99.2222222222222,118.28125
Princeton,100,103,378,7,5,1.5,98.7777777777778,99.2222222222222,117.1875
Princeton,100,103,379,8,0,0.7,70,81.1111111111111,71.25
Princeton,100,103,380,8,1,0.7,69.6111111111111,80.6666666666667,71.25
Princeton,100,103,381,8,2,0.7,68.8888888888889,80.5555555555556,70.15625
Princeton,100,103,382,8,3,0.7,68.6111111111111,80.3333333333333,69.0625
Princeton,100,103,383,8,4,0.7,68.2222222222222,79.9444444444444,69.0625
Princeton,100,103,384,8,5,0.7,67.7777777777778,79.6111111111111,69.0625
Princeton,100,103,385,8,0,0.8,77.6666666666667,86.7222222222222,78.90625
Princeton,100,103,386,8,1,0.8,77.3888888888889,86.5,78.90625
Princeton,100,103,387,8,2,0.8,77,86.1111111111111,77.8125
Princeton,100,103,388,8,3,0.8,76.2777777777778,85.8333333333333,77.8125
Princeton,100,103,389,8,4,0.8,75.8888888888889,85.5,76.71875
Princeton,100,103,390,8,5,0.8,75.4444444444444,85.1111111111111,75.625
Princeton,100,103,391,8,0,0.9,83.9444444444444,90.7777777777778,86.5625
Princeton,100,103,392,8,1,0.9,83.5,90.6111111111111,85.46875
Princeton,100,103,393,8,2,0.9,82.8888888888889,90.5,84.375
Princeton,100,103,394,8,3,0.9,82.5555555555556,90.3333333333333,84.375
Princeton,100,103,395,8,4,0.9,82.2777777777778,90,84.375
Princeton,100,103,396,8,5,0.9,81.9444444444444,89.6666666666667,83.28125
Princeton,100,103,397,8,0,1,89.0555555555556,93.8888888888889,93.125
Princeton,100,103,398,8,1,1,88.8888888888889,93.5,90.9375
Princeton,100,103,399,8,2,1,88.1111111111111,93.2777777777778,90.9375
Princeton,100,103,400,8,3,1,87.8888888888889,93.0555555555556,90.9375
Princeton,100,103,401,8,4,1,87.5,92.6666666666667,90.9375
Princeton,100,103,402,8,5,1,86.8333333333333,92.6111111111111,88.75
Princeton,100,103,403,8,0,1.1,93,95.7222222222222,97.5
Princeton,100,103,404,8,1,1.1,92.6111111111111,95.6111111111111,97.5
Princeton,100,103,405,8,2,1.1,92.2777777777778,95.5,97.5
Princeton,100,103,406,8,3,1.1,92,95.3333333333333,97.5
Princeton,100,103,407,8,4,1.1,91.8333333333333,95,95.3125
Princeton,100,103,408,8,5,1.1,91.5555555555556,95,95.3125
Princeton,100,103,409,8,0,1.2,95.2222222222222,97.1111111111111,104.0625
Princeton,100,103,410,8,1,1.2,94.8888888888889,97.0555555555556,101.875
Princeton,100,103,411,8,2,1.2,94.7222222222222,97,101.875
Princeton,100,103,412,8,3,1.2,94.5555555555556,96.8333333333333,101.875
Princeton,100,103,413,8,4,1.2,94.5,96.6111111111111,101.875
Princeton,100,103,414,8,5,1.2,94.3888888888889,96.4444444444444,101.875
Princeton,100,103,415,8,0,1.3,97,98,107.34375
Princeton,100,103,416,8,1,1.3,96.7777777777778,97.8888888888889,106.25
Princeton,100,103,417,8,2,1.3,96.6666666666667,97.7777777777778,106.25
Princeton,100,103,418,8,3,1.3,96.4444444444444,97.7222222222222,106.25
Princeton,100,103,419,8,4,1.3,96.2777777777778,97.6666666666667,106.25
Princeton,100,103,420,8,5,1.3,96.2222222222222,97.6111111111111,106.25
Princeton,100,103,421,8,0,1.4,97.7222222222222,98.4444444444444,110.625
Princeton,100,103,422,8,1,1.4,97.6111111111111,98.4444444444444,110.625
Princeton,100,103,423,8,2,1.4,97.4444444444444,98.4444444444444,110.625
Princeton,100,103,424,8,3,1.4,97.3888888888889,98.4444444444444,110.625
Princeton,100,103,425,8,4,1.4,97.3333333333333,98.3888888888889,110.625
Princeton,100,103,426,8,5,1.4,97.3333333333333,98.3333333333333,110.625
Princeton,100,103,427,8,0,1.5,98.2777777777778,98.7777777777778,115
Princeton,100,103,428,8,1,1.5,98.2222222222222,98.7777777777778,115
Princeton,100,103,429,8,2,1.5,98.1111111111111,98.7222222222222,115
Princeton,100,103,430,8,3,1.5,98.1111111111111,98.6666666666667,115
Princeton,100,103,431,8,4,1.5,98.1111111111111,98.6666666666667,112.8125
Princeton,100,103,432,8,5,1.5,98.1111111111111,98.6111111111111,112.8125
Princeton,100,103,433,9,0,0.7,70.5,80.5,69.0625
Princeton,100,103,434,9,1,0.7,69.9444444444444,80.1111111111111,66.875
Princeton,100,103,435,9,2,0.7,69.4444444444444,79.6111111111111,66.875
Princeton,100,103,436,9,3,0.7,68.8333333333333,79.3333333333333,66.875
Princeton,100,103,437,9,4,0.7,68.5555555555556,78.8888888888889,65.78125
Princeton,100,103,438,9,5,0.7,68.1111111111111,78.5555555555556,64.6875
Princeton,100,103,439,9,0,0.8,76.9444444444444,86.2777777777778,77.8125
Princeton,100,103,440,9,1,0.8,76.6111111111111,85.8333333333333,75.625
Princeton,100,103,441,9,2,0.8,76.1111111111111,85.3888888888889,75.625
Princeton,100,103,442,9,3,0.8,75.5555555555556,84.9444444444444,75.625
Princeton,100,103,443,9,4,0.8,75.2777777777778,84.5,75.625
Princeton,100,103,444,9,5,0.8,74.9444444444444,84.3333333333333,75.625
Princeton,100,103,445,9,0,0.9,82.9444444444444,90.8333333333333,84.375
Princeton,100,103,446,9,1,0.9,82.6666666666667,90.4444444444444,84.375
Princeton,100,103,447,9,2,0.9,82.0555555555556,90.2222222222222,84.375
Princeton,100,103,448,9,3,0.9,81.6666666666667,89.8888888888889,84.375
Princeton,100,103,449,9,4,0.9,81.5,89.6111111111111,82.1875
Princeton,100,103,450,9,5,0.9,81.0555555555556,89.2777777777778,82.1875
Princeton,100,103,451,9,0,1,88.8888888888889,94,90.9375
Princeton,100,103,452,9,1,1,88.5,93.9444444444444,90.9375
Princeton,100,103,453,9,2,1,88.1666666666667,93.5555555555556,90.9375
Princeton,100,103,454,9,3,1,87.6666666666667,93.2222222222222,90.9375
Princeton,100,103,455,9,4,1,87,92.9444444444444,88.75
Princeton,100,103,456,9,5,1,86.7222222222222,92.7222222222222,88.75
Princeton,100,103,457,9,0,1.1,92.5555555555556,96.1666666666667,98.59375
Princeton,100,103,458,9,1,1.1,92.1111111111111,96,97.5
Princeton,100,103,459,9,2,1.1,91.8333333333333,96,97.5
Princeton,100,103,460,9,3,1.1,91.6111111111111,95.6666666666667,97.5
Princeton,100,103,461,9,4,1.1,91.3888888888889,95.5,97.5
Princeton,100,103,462,9,5,1.1,91.2777777777778,95.3333333333333,95.3125
Princeton,100,103,463,9,0,1.2,95.1111111111111,97.5,104.0625
Princeton,100,103,464,9,1,1.2,94.9444444444444,97.4444444444444,104.0625
Princeton,100,103,465,9,2,1.2,94.8888888888889,97.3888888888889,101.875
Princeton,100,103,466,9,3,1.2,94.8333333333333,97.2777777777778,101.875
Princeton,100,103,467,9,4,1.2,94.6666666666667,97.2222222222222,101.875
Princeton,100,103,468,9,5,1.2,94.2222222222222,97.2222222222222,101.875
Princeton,100,103,469,9,0,1.3,97,98.6111111111111,108.4375
Princeton,100,103,470,9,1,1.3,96.9444444444444,98.5,106.25
Princeton,100,103,471,9,2,1.3,96.7777777777778,98.5,106.25
Princeton,100,103,472,9,3,1.3,96.5555555555556,98.3333333333333,106.25
Princeton,100,103,473,9,4,1.3,96.3888888888889,98.3333333333333,106.25
Princeton,100,103,474,9,5,1.3,96.2222222222222,98.2222222222222,106.25
Princeton,100,103,475,9,0,1.4,97.8333333333333,98.8888888888889,115
Princeton,100,103,476,9,1,1.4,97.7777777777778,98.8888888888889,112.8125
Princeton,100,103,477,9,2,1.4,97.7777777777778,98.8333333333333,112.8125
Princeton,100,103,478,9,3,1.4,97.7777777777778,98.7777777777778,112.8125
Princeton,100,103,479,9,4,1.4,97.7222222222222,98.7777777777778,111.71875
Princeton,100,103,480,9,5,1.4,97.7222222222222,98.7777777777778,110.625
Princeton,100,103,481,9,0,1.5,98.3333333333333,99.1111111111111,117.1875
Princeton,100,103,482,9,1,1.5,98.3333333333333,99.0555555555556,117.1875
Princeton,100,103,483,9,2,1.5,98.2222222222222,99.0555555555556,117.1875
Princeton,100,103,484,9,3,1.5,98.2222222222222,99.0555555555556,117.1875
Princeton,100,103,485,9,4,1.5,98.1666666666667,99,115
Princeton,100,103,486,9,5,1.5,98.1111111111111,99,115
Princeton,100,103,487,10,0,0.7,69.6111111111111,81.2777777777778,75.625
Princeton,100,103,488,10,1,0.7,69.2222222222222,80.9444444444444,74.53125
Princeton,100,103,489,10,2,0.7,68.7777777777778,80.6666666666667,73.4375
Princeton,100,103,490,10,3,0.7,68.3333333333333,80.2777777777778,73.4375
Princeton,100,103,491,10,4,0.7,68.1666666666667,79.4444444444444,73.4375
Princeton,100,103,492,10,5,0.7,68.1666666666667,79.0555555555556,72.34375
Princeton,100,103,493,10,0,0.8,77.4444444444444,86.0555555555556,82.1875
Princeton,100,103,494,10,1,0.8,76.8333333333333,85.6666666666667,82.1875
Princeton,100,103,495,10,2,0.8,76.0555555555556,85.4444444444444,82.1875
Princeton,100,103,496,10,3,0.8,75.7222222222222,85.1666666666667,82.1875
Princeton,100,103,497,10,4,0.8,75.2777777777778,84.7222222222222,80
Princeton,100,103,498,10,5,0.8,74.8888888888889,83.9444444444444,80
Princeton,100,103,499,10,0,0.9,83.8333333333333,90.7777777777778,88.75
Princeton,100,103,500,10,1,0.9,83.5555555555556,90.4444444444444,87.65625
Princeton,100,103,501,10,2,0.9,83,90.0555555555556,87.65625
Princeton,100,103,502,10,3,0.9,82.5,89.6666666666667,86.5625
Princeton,100,103,503,10,4,0.9,82.1666666666667,89.3333333333333,86.5625
Princeton,100,103,504,10,5,0.9,81.8333333333333,89,86.5625
Princeton,100,103,505,10,0,1,88.5555555555556,94.2222222222222,93.125
Princeton,100,103,506,10,1,1,88.2222222222222,93.8888888888889,93.125
Princeton,100,103,507,10,2,1,87.7222222222222,93.7222222222222,93.125
Princeton,100,103,508,10,3,1,87.2777777777778,93.6666666666667,92.03125
Princeton,100,103,509,10,4,1,87.0555555555556,93.4444444444444,92.03125
Princeton,100,103,510,10,5,1,86.8888888888889,93.2222222222222,90.9375
Princeton,100,103,511,10,0,1.1,92.1111111111111,96.3333333333333,97.5
Princeton,100,103,512,10,1,1.1,91.8333333333333,96.1666666666667,97.5
Princeton,100,103,513,10,2,1.1,91.7777777777778,96,97.5
Princeton,100,103,514,10,3,1.1,91.2222222222222,95.8333333333333,97.5
Princeton,100,103,515,10,4,1.1,91,95.6666666666667,97.5
Princeton,100,103,516,10,5,1.1,90.6666666666667,95.6111111111111,95.3125
Princeton,100,103,517,10,0,1.2,94.8333333333333,97.6666666666667,101.875
Princeton,100,103,518,10,1,1.2,94.6666666666667,97.5555555555556,101.875
Princeton,100,103,519,10,2,1.2,94.3888888888889,97.4444444444444,101.875
Princeton,100,103,520,10,3,1.2,94.2777777777778,97.2222222222222,101.875
Princeton,100,103,521,10,4,1.2,94,97.1666666666667,101.875
Princeton,100,103,522,10,5,1.2,93.8333333333333,97,99.6875
Princeton,100,103,523,10,0,1.3,95.8333333333333,98.2222222222222,106.25
Princeton,100,103,524,10,1,1.3,95.7777777777778,98.1111111111111,106.25
Princeton,100,103,525,10,2,1.3,95.7222222222222,98.0555555555556,106.25
Princeton,100,103,526,10,3,1.3,95.6666666666667,98.0555555555556,106.25
Princeton,100,103,527,10,4,1.3,95.4444444444444,98,106.25
Princeton,100,103,528,10,5,1.3,95.2222222222222,97.9444444444444,104.0625
Princeton,100,103,529,10,0,1.4,96.5,98.7222222222222,108.4375
Princeton,100,103,530,10,1,1.4,96.4444444444444,98.7222222222222,108.4375
Princeton,100,103,531,10,2,1.4,96.3888888888889,98.6666666666667,106.25
Princeton,100,103,532,10,3,1.4,96.3333333333333,98.5555555555556,106.25
Princeton,100,103,533,10,4,1.4,96.3333333333333,98.5,106.25
Princeton,100,103,534,10,5,1.4,96.2777777777778,98.3888888888889,106.25
Princeton,100,103,535,10,0,1.5,97.2777777777778,99,110.625
Princeton,100,103,536,10,1,1.5,97.2222222222222,98.9444444444444,110.625
Princeton,100,103,537,10,2,1.5,97.1111111111111,98.8888888888889,110.625
Princeton,100,103,538,10,3,1.5,97,98.8888888888889,110.625
Princeton,100,103,539,10,4,1.5,96.9444444444444,98.8888888888889,110.625
Princeton,100,103,540,10,5,1.5,96.9444444444444,98.7777777777778,110.625
Princeton,100,114,1,1,0,0.7,61.1666666666667,74.2222222222222,69.0625
Princeton,100,114,2,1,1,0.7,60.8333333333333,74,69.0625
Princeton,100,114,3,1,2,0.7,60.6666666666667,73.5,67.96875
Princeton,100,114,4,1,3,0.7,60.2777777777778,73.1666666666667,66.875
Princeton,100,114,5,1,4,0.7,59.8333333333333,72.8888888888889,66.875
Princeton,100,114,6,1,5,0.7,59.1666666666667,72.2777777777778,66.875
Princeton,100,114,7,1,0,0.8,68.8888888888889,79.8333333333333,77.8125
Princeton,100,114,8,1,1,0.8,68.2777777777778,79.5,77.8125
Princeton,100,114,9,1,2,0.8,67.6666666666667,79.3333333333333,77.8125
Princeton,100,114,10,1,3,0.8,67.1666666666667,79,75.625
Princeton,100,114,11,1,4,0.8,66.7777777777778,78.7777777777778,75.625
Princeton,100,114,12,1,5,0.8,66.2222222222222,78.5,75.625
Princeton,100,114,13,1,0,0.9,75.1111111111111,84.3333333333333,86.5625
Princeton,100,114,14,1,1,0.9,74.7222222222222,84.2222222222222,86.5625
Princeton,100,114,15,1,2,0.9,74.2222222222222,84,84.375
Princeton,100,114,16,1,3,0.9,74.0555555555556,83.5555555555556,84.375
Princeton,100,114,17,1,4,0.9,73.6666666666667,83.3333333333333,84.375
Princeton,100,114,18,1,5,0.9,73.1111111111111,83.0555555555556,84.375
Princeton,100,114,19,1,0,1,80.8888888888889,88.1666666666667,93.125
Princeton,100,114,20,1,1,1,80.5,88,93.125
Princeton,100,114,21,1,2,1,79.6666666666667,87.7777777777778,92.03125
Princeton,100,114,22,1,3,1,79.5555555555556,87.2777777777778,92.03125
Princeton,100,114,23,1,4,1,79.1666666666667,87.0555555555556,90.9375
Princeton,100,114,24,1,5,1,78.7777777777778,86.7777777777778,90.9375
Princeton,100,114,25,1,0,1.1,85.9444444444444,91.0555555555556,97.5
Princeton,100,114,26,1,1,1.1,85.3333333333333,90.8333333333333,97.5
Princeton,100,114,27,1,2,1.1,85,90.6666666666667,97.5
Princeton,100,114,28,1,3,1.1,84.6666666666667,90.3888888888889,97.5
Princeton,100,114,29,1,4,1.1,84.2222222222222,90.2777777777778,96.40625
Princeton,100,114,30,1,5,1.1,83.8888888888889,90,95.3125
Princeton,100,114,31,1,0,1.2,89.6111111111111,93.8888888888889,101.875
Princeton,100,114,32,1,1,1.2,89.4444444444444,93.5,101.875
Princeton,100,114,33,1,2,1.2,89.1111111111111,93.3888888888889,101.875
Princeton,100,114,34,1,3,1.2,89.0555555555556,93.1111111111111,101.875
Princeton,100,114,35,1,4,1.2,88.7222222222222,92.8888888888889,101.875
Princeton,100,114,36,1,5,1.2,88.3888888888889,92.7777777777778,101.875
Princeton,100,114,37,1,0,1.3,92.1666666666667,95.1666666666667,106.25
Princeton,100,114,38,1,1,1.3,91.9444444444444,95.0555555555556,106.25
Princeton,100,114,39,1,2,1.3,91.7777777777778,95,106.25
Princeton,100,114,40,1,3,1.3,91.6111111111111,94.7777777777778,106.25
Princeton,100,114,41,1,4,1.3,91.2222222222222,94.7222222222222,106.25
Princeton,100,114,42,1,5,1.3,90.9444444444444,94.6666666666667,104.0625
Princeton,100,114,43,1,0,1.4,93.9444444444444,96.5,110.625
Princeton,100,114,44,1,1,1.4,93.9444444444444,96.3888888888889,110.625
Princeton,100,114,45,1,2,1.4,93.8333333333333,96.2222222222222,110.625
Princeton,100,114,46,1,3,1.4,93.7222222222222,96.1111111111111,110.625
Princeton,100,114,47,1,4,1.4,93.3888888888889,96,110.625
Princeton,100,114,48,1,5,1.4,93.1111111111111,95.7777777777778,108.4375
Princeton,100,114,49,1,0,1.5,94.6666666666667,97.1111111111111,110.625
Princeton,100,114,50,1,1,1.5,94.6666666666667,97,110.625
Princeton,100,114,51,1,2,1.5,94.5,97,110.625
Princeton,100,114,52,1,3,1.5,94.5,97,110.625
Princeton,100,114,53,1,4,1.5,94.3888888888889,96.8888888888889,110.625
Princeton,100,114,54,1,5,1.5,94.3888888888889,96.8888888888889,110.625
Princeton,100,114,55,2,0,0.7,61,74.3888888888889,72.34375
Princeton,100,114,56,2,1,0.7,60.6111111111111,74.2777777777778,72.34375
Princeton,100,114,57,2,2,0.7,60.3888888888889,73.8888888888889,71.25
Princeton,100,114,58,2,3,0.7,60.1111111111111,73.4444444444444,71.25
Princeton,100,114,59,2,4,0.7,59.9444444444444,73.2777777777778,70.15625
Princeton,100,114,60,2,5,0.7,59.7222222222222,72.8888888888889,70.15625
Princeton,100,114,61,2,0,0.8,67.9444444444444,79.8888888888889,81.09375
Princeton,100,114,62,2,1,0.8,67.3888888888889,79.6666666666667,80
Princeton,100,114,63,2,2,0.8,67.0555555555556,79.1111111111111,80
Princeton,100,114,64,2,3,0.8,66.8333333333333,78.7777777777778,78.90625
Princeton,100,114,65,2,4,0.8,66.6111111111111,78.2777777777778,78.90625
Princeton,100,114,66,2,5,0.8,66.1111111111111,77.8888888888889,77.8125
Princeton,100,114,67,2,0,0.9,74.1111111111111,85.1111111111111,88.75
Princeton,100,114,68,2,1,0.9,73.8333333333333,84.7222222222222,87.65625
Princeton,100,114,69,2,2,0.9,73.6111111111111,84.2777777777778,86.5625
Princeton,100,114,70,2,3,0.9,73.0555555555556,84.0555555555556,86.5625
Princeton,100,114,71,2,4,0.9,72.1666666666667,83.6666666666667,86.5625
Princeton,100,114,72,2,5,0.9,72.0555555555556,83.5,84.375
Princeton,100,114,73,2,0,1,80.1666666666667,89.6111111111111,94.21875
Princeton,100,114,74,2,1,1,80.0555555555556,89.4444444444444,93.125
Princeton,100,114,75,2,2,1,79.9444444444444,89.2222222222222,93.125
Princeton,100,114,76,2,3,1,79.2222222222222,88.6666666666667,93.125
Princeton,100,114,77,2,4,1,78.7777777777778,88.5,92.03125
Princeton,100,114,78,2,5,1,78.2222222222222,88.1666666666667,92.03125
Princeton,100,114,79,2,0,1.1,85.5555555555556,92.5555555555556,99.6875
Princeton,100,114,80,2,1,1.1,85.1666666666667,92.2777777777778,99.6875
Princeton,100,114,81,2,2,1.1,84.8333333333333,92.0555555555556,97.5
Princeton,100,114,82,2,3,1.1,84.5,91.8888888888889,97.5
Princeton,100,114,83,2,4,1.1,84.3888888888889,91.6666666666667,97.5
Princeton,100,114,84,2,5,1.1,83.8888888888889,91.3888888888889,97.5
Princeton,100,114,85,2,0,1.2,90.1666666666667,94.5555555555556,104.0625
Princeton,100,114,86,2,1,1.2,89.6111111111111,94.4444444444444,104.0625
Princeton,100,114,87,2,2,1.2,89.2777777777778,94.2777777777778,101.875
Princeton,100,114,88,2,3,1.2,88.7222222222222,94.2777777777778,101.875
Princeton,100,114,89,2,4,1.2,88.2222222222222,94.0555555555556,101.875
Princeton,100,114,90,2,5,1.2,87.8333333333333,93.9444444444444,101.875
Princeton,100,114,91,2,0,1.3,92.3333333333333,96.1111111111111,106.25
Princeton,100,114,92,2,1,1.3,92.2777777777778,95.8888888888889,106.25
Princeton,100,114,93,2,2,1.3,92.2222222222222,95.8333333333333,106.25
Princeton,100,114,94,2,3,1.3,91.9444444444444,95.7777777777778,106.25
Princeton,100,114,95,2,4,1.3,91.7222222222222,95.7222222222222,106.25
Princeton,100,114,96,2,5,1.3,91.5555555555556,95.7222222222222,106.25
Princeton,100,114,97,2,0,1.4,93.5,96.8333333333333,110.625
Princeton,100,114,98,2,1,1.4,93.4444444444444,96.8333333333333,110.625
Princeton,100,114,99,2,2,1.4,93.3888888888889,96.8333333333333,109.53125
Princeton,100,114,100,2,3,1.4,93.0555555555556,96.8333333333333,108.4375
Princeton,100,114,101,2,4,1.4,93,96.5555555555556,108.4375
Princeton,100,114,102,2,5,1.4,92.9444444444444,96.4444444444444,108.4375
Princeton,100,114,103,2,0,1.5,94.5555555555556,97.3888888888889,112.8125
Princeton,100,114,104,2,1,1.5,94.5,97.3888888888889,112.8125
Princeton,100,114,105,2,2,1.5,94.3888888888889,97.3888888888889,112.8125
Princeton,100,114,106,2,3,1.5,94.3888888888889,97.3333333333333,110.625
Princeton,100,114,107,2,4,1.5,94.3333333333333,97.3333333333333,110.625
Princeton,100,114,108,2,5,1.5,94.2222222222222,97.2777777777778,110.625
Princeton,100,114,109,3,0,0.7,60.7777777777778,74.2777777777778,76.71875
Princeton,100,114,110,3,1,0.7,60.3333333333333,74.0555555555556,76.71875
Princeton,100,114,111,3,2,0.7,59.8888888888889,73.5555555555556,75.625
Princeton,100,114,112,3,3,0.7,59.6111111111111,73.1111111111111,75.625
Princeton,100,114,113,3,4,0.7,59.3333333333333,72.8888888888889,75.625
Princeton,100,114,114,3,5,0.7,59,72.5555555555556,74.53125
Princeton,100,114,115,3,0,0.8,68.1111111111111,80.3888888888889,84.375
Princeton,100,114,116,3,1,0.8,67.7777777777778,80.1111111111111,83.28125
Princeton,100,114,117,3,2,0.8,67.3333333333333,79.8333333333333,83.28125
Princeton,100,114,118,3,3,0.8,66.9444444444444,79.4444444444444,82.1875
Princeton,100,114,119,3,4,0.8,66.6111111111111,79.0555555555556,82.1875
Princeton,100,114,120,3,5,0.8,66.1666666666667,78.5555555555556,81.09375
Princeton,100,114,121,3,0,0.9,75,85.1111111111111,89.84375
Princeton,100,114,122,3,1,0.9,74.5,84.8333333333333,88.75
Princeton,100,114,123,3,2,0.9,74,84.5555555555556,88.75
Princeton,100,114,124,3,3,0.9,73.5555555555556,84.2222222222222,88.75
Princeton,100,114,125,3,4,0.9,73.1666666666667,84,88.75
Princeton,100,114,126,3,5,0.9,72.2777777777778,83.7777777777778,86.5625
Princeton,100,114,127,3,0,1,81.1666666666667,89.4444444444444,95.3125
Princeton,100,114,128,3,1,1,80.5,89.2777777777778,95.3125
Princeton,100,114,129,3,2,1,80.0555555555556,88.8333333333333,93.125
Princeton,100,114,130,3,3,1,79.8333333333333,88.5,93.125
Princeton,100,114,131,3,4,1,79.3888888888889,88,93.125
Princeton,100,114,132,3,5,1,78.7777777777778,87.6666666666667,93.125
Princeton,100,114,133,3,0,1.1,86.7777777777778,92.2777777777778,99.6875
Princeton,100,114,134,3,1,1.1,86.4444444444444,92.0555555555556,99.6875
Princeton,100,114,135,3,2,1.1,86.2222222222222,91.6111111111111,99.6875
Princeton,100,114,136,3,3,1.1,85.5555555555556,91.3888888888889,97.5
Princeton,100,114,137,3,4,1.1,85.1111111111111,91.1666666666667,97.5
Princeton,100,114,138,3,5,1.1,84.6666666666667,91.1666666666667,97.5
Princeton,100,114,139,3,0,1.2,90.4444444444444,94.2222222222222,104.0625
Princeton,100,114,140,3,1,1.2,90.0555555555556,94.1111111111111,101.875
Princeton,100,114,141,3,2,1.2,89.7222222222222,93.8888888888889,101.875
Princeton,100,114,142,3,3,1.2,89.5,93.7777777777778,101.875
Princeton,100,114,143,3,4,1.2,89.3333333333333,93.4444444444444,101.875
Princeton,100,114,144,3,5,1.2,89.1111111111111,93.3333333333333,101.875
Princeton,100,114,145,3,0,1.3,92.6666666666667,95.5555555555556,106.25
Princeton,100,114,146,3,1,1.3,92.3888888888889,95.4444444444444,106.25
Princeton,100,114,147,3,2,1.3,92.2777777777778,95.3333333333333,106.25
Princeton,100,114,148,3,3,1.3,92.1111111111111,95.1666666666667,106.25
Princeton,100,114,149,3,4,1.3,91.7777777777778,95.1111111111111,106.25
Princeton,100,114,150,3,5,1.3,91.7222222222222,95.0555555555556,106.25
Princeton,100,114,151,3,0,1.4,93.7777777777778,96.3888888888889,110.625
Princeton,100,114,152,3,1,1.4,93.6666666666667,96.3888888888889,110.625
Princeton,100,114,153,3,2,1.4,93.5555555555556,96.3888888888889,110.625
Princeton,100,114,154,3,3,1.4,93.5555555555556,96.2777777777778,108.4375
Princeton,100,114,155,3,4,1.4,93.4444444444444,96.2222222222222,108.4375
Princeton,100,114,156,3,5,1.4,93.2222222222222,96.0555555555556,106.25
Princeton,100,114,157,3,0,1.5,94.4444444444444,96.7222222222222,110.625
Princeton,100,114,158,3,1,1.5,94.2777777777778,96.6111111111111,110.625
Princeton,100,114,159,3,2,1.5,94.2222222222222,96.6111111111111,110.625
Princeton,100,114,160,3,3,1.5,94.1666666666667,96.6111111111111,110.625
Princeton,100,114,161,3,4,1.5,94.1666666666667,96.5,110.625
Princeton,100,114,162,3,5,1.5,94,96.5,110.625
Princeton,100,114,163,4,0,0.7,63.0555555555556,76.5555555555556,78.90625
Princeton,100,114,164,4,1,0.7,62.7777777777778,75.8888888888889,77.8125
